seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender,cgpa,marks_in_phy,marks_in_chem,marks_inmaths
5017680,2.02E+15,Thane,150,6.82,Successful ,2019,802,M,6.82,43,47,47
5017681,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,M,0,37,50,49
5017682,2.02E+15,Thane,162,7.36,Successful ,2018,802,M,7.36,44,47,50
5017683,2.02E+15,Thane,170,7.73,Successful ,2020,802,M,7.73,44,47,45
5017684,2.02E+15,Thane,148,6.73,Successful ,2019,802,M,6.73,36,45,39
5017685,2.02E+15,Thane,205,9.32,Successful ,2019,802,M,9.32,35,46,42
5017686,2.02E+15,Thane,179,8.14,Successful ,2020,802,M,8.14,37,48,35
5017687,2.02E+15,Thane,150,6.82,Successful ,2018,802,M,6.82,39,47,44
5017688,2.02E+15,Thane,187,8.5,Successful ,2019,802,M,8.5,47,48,43
5017689,2.02E+15,Thane,145,6.59,Successful ,2019,802,M,6.59,39,49,37
5017690,2.02E+15,Thane,184,8.36,Successful ,2019,802,M,8.36,37,47,38
5017691,2.02E+15,Thane,196,8.91,Successful ,2020,802,F,8.91,46,50,43
5017692,2.02E+15,Thane,142,6.45,Successful ,2019,802,M,6.45,43,45,42
5017693,2.02E+15,Thane,0,0,Unsuccessful ,2017,802,M,0,38,45,37
5017694,2.02E+15,Thane,190,8.64,Successful ,2019,802,F,8.64,42,49,40
5017695,2.02E+15,Thane,170,7.73,Successful ,2020,802,M,7.73,40,45,37
5017696,2.02E+15,Thane,146,6.64,Successful ,2020,802,M,6.64,36,46,42
5017697,2.02E+15,Thane,156,7.09,Successful ,2020,802,M,7.09,41,50,49
5017698,2.02E+15,Thane,0,0,Unsuccessful ,2020,802,M,0,47,49,36
5017699,2.02E+15,Thane,204,9.27,Successful ,2019,802,M,9.27,46,47,47
5017700,2.02E+15,Thane,196,8.91,Successful ,2019,802,F,8.91,35,50,36
5017701,2.02E+15,Thane,160,7.27,Successful ,2018,802,M,7.27,40,45,40
5017702,2.02E+15,Thane,174,7.91,Successful ,2020,802,M,7.91,49,46,35
5017703,2.02E+15,Thane,181,8.23,Successful ,2019,802,M,8.23,44,49,50
5017704,2.02E+15,Thane,156,7.09,Successful ,2019,802,M,7.09,44,49,46
5017705,2.02E+15,Thane,184,8.36,Successful ,2019,802,M,8.36,40,45,49
5017706,2.02E+15,Thane,171,7.77,Successful ,2019,802,M,7.77,36,47,43
5017707,2.02E+15,Thane,150,6.82,Successful ,2019,802,M,6.82,37,47,40
5017708,2.02E+15,Thane,156,7.09,Successful ,2020,802,M,7.09,48,46,39
5017709,2.02E+15,Thane,162,7.36,Successful ,2020,802,M,7.36,46,50,46
5017710,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,M,0,47,47,42
5017711,2.02E+15,Thane,187,8.5,Successful ,2020,802,F,8.5,47,50,40
5017712,2.02E+15,Thane,158,7.18,Successful ,2018,802,M,7.18,35,49,50
5017713,2.02E+15,Thane,133,6.05,Successful ,2019,802,F,6.05,45,50,48
5017714,2.02E+15,Thane,187,8.5,Successful ,2019,802,M,8.5,36,50,50
5017715,2.02E+15,Thane,178,8.09,Successful ,2019,802,M,8.09,38,48,37
5017716,2.02E+15,Thane,186,8.45,Successful ,2019,802,M,8.45,37,47,43
5017717,2.02E+15,Thane,143,6.5,Successful ,2020,802,M,6.5,38,47,47
5017718,2.02E+15,Thane,180,8.18,Successful ,2020,802,M,8.18,47,46,35
5017719,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,M,0,50,48,43
5017720,2.02E+15,Thane,0,0,Unsuccessful ,2018,802,M,0,48,47,42
5017721,2.02E+15,Thane,164,7.45,Successful ,2019,802,M,7.45,46,49,47
5017722,2.02E+15,Thane,0,0,Unsuccessful ,2020,802,F,0,45,50,36
5017723,2.02E+15,Thane,142,6.45,Successful ,2019,802,M,6.45,43,46,41
5017724,2.02E+15,Thane,168,7.64,Successful ,2019,802,M,7.64,44,49,38
5017725,2.02E+15,Thane,0,0,Unsuccessful ,2020,802,F,0,36,46,43
5017726,2.02E+15,Thane,152,6.91,Successful ,2020,802,M,6.91,42,48,35
5017727,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,F,0,37,46,49
5017728,2.02E+15,Thane,0,0,Unsuccessful ,2020,802,M,0,41,45,36
5017729,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,M,0,38,49,38
5017730,2.02E+15,Thane,147,6.68,Successful ,2019,802,M,6.68,38,49,40
5017731,2.02E+15,Thane,162,7.36,Successful ,2019,802,M,7.36,47,50,44
5017732,2.02E+15,Thane,147,6.68,Successful ,2020,802,F,6.68,38,48,36
5017733,2.02E+15,Thane,169,7.68,Successful ,2019,802,M,7.68,36,46,49
5017734,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,F,0,39,49,46
5017735,2.02E+15,Thane,166,7.55,Successful ,2019,802,M,7.55,41,50,41
5017736,2.02E+15,Thane,0,0,Unsuccessful ,2019,802,M,0,36,48,48
5017737,2.02E+15,Thane,0,0,Unsuccessful ,2018,802,M,0,47,46,41
5017738,2.02E+15,Thane,168,7.64,Successful ,2018,802,F,7.64,37,45,39
5017739,2.02E+15,Thane,0,0,Unsuccessful ,2017,802,M,0,48,46,35
5017740,2.02E+15,Thane,168,7.64,Successful ,2019,802,M,7.64,46,45,48
5017741,2.02E+15,Thane,182,8.27,Successful ,2019,802,M,8.27,49,50,35
5017742,2.02E+15,Thane,196,8.91,Successful ,2020,802,M,8.91,48,47,35
5019903,2.02E+15,Thane,187,8.5,Successful ,2022,802,M,8.5,50,49,37
5019279,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,42,46,46
5019280,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,46,35
5019281,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,36,50,50
5019282,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,48,49,43
5019283,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,50,45
5019284,2.02E+15,Karjat,0,0,RR ,2018,807,M,0,43,47,50
5019285,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,49,47,50
5019286,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,45,40
5019287,2.02E+15,Karjat,0,0,RR ,2018,807,M,0,42,46,45
5019288,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,45,43
5019289,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,50,46,41
5019290,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,43,49,37
5019291,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,41,46,49
5019292,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,49,46,40
5019293,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,44,49,45
5019294,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,42,47,47
5019295,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,44,45,43
5019296,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,49,48,40
5019297,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,35,48,47
5019298,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,49,49,36
5019299,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,48,45,36
5019300,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,46,47
5019301,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,49,45,46
5019302,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,47,46,41
5019303,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,47,43
5019304,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,41,50,38
5019305,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,37,47,35
5019306,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,50,45,40
5019307,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,47,50,42
5019308,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,49,48,44
5019309,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,46,42
5019310,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,47,41
5019311,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,40,46,36
5019312,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,40,50,38
5019313,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,46,48
5019314,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,37,48,43
5019315,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,42,49,46
5019316,2.02E+15,Karjat,0,0,RR ,2018,807,M,0,45,48,49
5019317,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,49,45,40
5019318,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,48,47
5019319,2.02E+15,Karjat,0,0,RR ,2018,807,M,0,38,49,38
5019320,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,38,50,50
5019321,2.02E+15,Karjat,0,0,RR ,2019,807,F,0,43,45,50
5019322,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,42,45,36
5019323,2.02E+15,Karjat,0,0,RR ,2017,807,M,0,49,45,40
5019324,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,40,49,44
5019325,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,40,45,36
5019326,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,48,47,38
5019327,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,42,45,48
5019328,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,49,48
5019329,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,46,48,48
5019330,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,37,50,46
5019331,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,47,46,35
5019332,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,47,47,36
5019333,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,36,45,38
5019334,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,47,50,40
5019335,2.02E+15,Karjat,0,0,RR ,2019,807,F,0,40,48,39
5019336,2.02E+15,Karjat,0,0,RR ,2019,807,M,0,47,48,37
5019337,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,47,46,49
5019338,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,50,38
5019339,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,41,50,42
5019340,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,43,47,40
5019341,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,35,45,43
5019342,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,45,45,43
5019343,2.02E+15,Karjat,0,0,RR ,2020,807,F,0,40,50,41
5019344,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,47,47,36
5019345,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,36,47,47
5019346,2.02E+15,Karjat,0,0,RR ,2019,807,F,0,39,49,45
5019347,2.02E+15,Karjat,0,0,Unsuccessful ,2019,807,M,0,47,49,45
5019348,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,39,49,36
5019349,2.02E+15,Karjat,0,0,RR ,2020,807,M,0,42,47,50
5018791,2.02E+15,Panvel,158,7.18,Successful ,2019,822,M,7.18,40,45,44
5018792,2.02E+15,Panvel,168,7.64,Successful ,2019,822,M,7.64,47,47,49
5018793,2.02E+15,Panvel,181,8.23,Successful ,2019,822,M,8.23,41,48,43
5018794,2.02E+15,Panvel,180,8.18,Successful ,2019,822,M,8.18,49,45,43
5018795,2.02E+15,Panvel,190,8.64,Successful ,2019,822,M,8.64,45,46,42
5018796,2.02E+15,Panvel,175,7.95,Successful ,2019,822,M,7.95,42,49,42
5018797,2.02E+15,Panvel,178,8.09,Successful ,2019,822,F,8.09,35,45,48
5018798,2.02E+15,Panvel,166,7.55,Successful ,2019,822,M,7.55,43,47,35
5018799,2.02E+15,Panvel,208,9.45,Successful ,2019,822,F,9.45,41,47,39
5018800,2.02E+15,Panvel,199,9.05,Successful ,2020,822,F,9.05,47,45,41
5018801,2.02E+15,Panvel,181,8.23,Successful ,2019,822,M,8.23,49,45,38
5018802,2.02E+15,Panvel,0,0,Unsuccessful ,2020,822,M,0,38,49,43
5018803,2.02E+15,Panvel,193,8.77,Successful ,2019,822,F,8.77,38,50,35
5018804,2.02E+15,Panvel,190,8.64,Successful ,2019,822,M,8.64,36,45,38
5018805,2.02E+15,Panvel,202,9.18,Successful ,2019,822,M,9.18,39,46,41
5018806,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,46,48,43
5018807,2.02E+15,Panvel,184,8.36,Successful ,2019,822,M,8.36,43,46,43
5018808,2.02E+15,Panvel,172,7.82,Successful ,2019,822,M,7.82,35,49,42
5018809,2.02E+15,Panvel,174,7.91,Successful ,2019,822,M,7.91,44,50,41
5018810,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,35,50,36
5018811,2.02E+15,Panvel,181,8.23,Successful ,2020,822,F,8.23,35,50,45
5018812,2.02E+15,Panvel,166,7.55,Successful ,2019,822,F,7.55,40,48,44
5018813,2.02E+15,Panvel,168,7.64,Successful ,2019,822,F,7.64,42,48,40
5018814,2.02E+15,Panvel,175,7.95,Successful ,2019,822,M,7.95,45,50,48
5018815,2.02E+15,Panvel,165,7.5,Successful ,2019,822,M,7.5,50,47,40
5018816,2.02E+15,Panvel,195,8.86,Successful ,2019,822,M,8.86,46,46,48
5018817,2.02E+15,Panvel,174,7.91,Successful ,2019,822,F,7.91,45,47,37
5018818,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,37,48,48
5018819,2.02E+15,Panvel,202,9.18,Successful ,2019,822,M,9.18,35,48,45
5018820,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,40,45,47
5018821,2.02E+15,Panvel,178,8.09,Successful ,2019,822,F,8.09,43,45,41
5018822,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,48,46,40
5018823,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,43,46,44
5018824,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,48,45,43
5018825,2.02E+15,Panvel,184,8.36,Successful ,2019,822,M,8.36,49,46,42
5018826,2.02E+15,Panvel,208,9.45,Successful ,2019,822,M,9.45,39,48,44
5018827,2.02E+15,Panvel,190,8.64,Successful ,2020,822,M,8.64,49,50,43
5018828,2.02E+15,Panvel,172,7.82,Successful ,2019,822,F,7.82,35,47,43
5018829,2.02E+15,Panvel,167,7.59,Successful ,2020,822,M,7.59,45,49,48
5018830,2.02E+15,Panvel,128,5.82,Successful ,2019,822,M,5.82,40,50,45
5018831,2.02E+15,Panvel,145,6.59,Successful ,2019,822,M,6.59,36,50,41
5018832,2.02E+15,Panvel,159,7.23,Successful ,2019,822,M,7.23,39,45,45
5018833,2.02E+15,Panvel,187,8.5,Successful ,2020,822,F,8.5,35,45,41
5018834,2.02E+15,Panvel,202,9.18,Successful ,2019,822,M,9.18,49,50,45
5018835,2.02E+15,Panvel,196,8.91,Successful ,2019,822,F,8.91,45,49,39
5018836,2.02E+15,Panvel,192,8.73,Successful ,2019,822,M,8.73,47,47,42
5018837,2.02E+15,Panvel,192,8.73,Successful ,2020,822,F,8.73,36,46,38
5018838,2.02E+15,Panvel,193,8.77,Successful ,2019,822,F,8.77,43,47,40
5018839,2.02E+15,Panvel,158,7.18,Successful ,2019,822,M,7.18,41,47,38
5018840,2.02E+15,Panvel,157,7.14,Successful ,2019,822,M,7.14,50,49,39
5018841,2.02E+15,Panvel,196,8.91,Successful ,2019,822,F,8.91,35,49,46
5018842,2.02E+15,Panvel,166,7.55,Successful ,2019,822,F,7.55,50,48,48
5018843,2.02E+15,Panvel,187,8.5,Successful ,2020,822,F,8.5,50,47,39
5018844,2.02E+15,Panvel,172,7.82,Successful ,2020,822,F,7.82,50,48,42
5018845,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,48,45,42
5018846,2.02E+15,Panvel,165,7.5,Successful ,2018,822,M,7.5,37,50,36
5018847,2.02E+15,Panvel,199,9.05,Successful ,2019,822,F,9.05,49,47,47
5018848,2.02E+15,Panvel,190,8.64,Successful ,2019,822,M,8.64,50,48,46
5018849,2.02E+15,Panvel,154,7,Successful ,2019,822,M,7,39,49,38
5018850,2.02E+15,Panvel,196,8.91,Successful ,2019,822,F,8.91,41,49,50
5018851,2.02E+15,Panvel,205,9.32,Successful ,2019,822,M,9.32,48,48,47
5018852,2.02E+15,Panvel,172,7.82,Successful ,2019,822,M,7.82,39,48,48
5018853,2.02E+15,Panvel,199,9.05,Successful ,2019,822,F,9.05,43,46,49
5018854,2.02E+15,Panvel,196,8.91,Successful ,2019,822,M,8.91,50,45,35
5018855,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,45,49,38
5018856,2.02E+15,Panvel,190,8.64,Successful ,2019,822,M,8.64,37,47,41
5018857,2.02E+15,Panvel,202,9.18,Successful ,2019,822,F,9.18,38,50,41
5018858,2.02E+15,Panvel,166,7.55,Successful ,2019,822,M,7.55,37,50,47
5018859,2.02E+15,Panvel,184,8.36,Successful ,2019,822,F,8.36,46,50,35
5018860,2.02E+15,Panvel,175,7.95,Successful ,2019,822,M,7.95,36,49,36
5018861,2.02E+15,Panvel,150,6.82,Successful ,2020,822,M,6.82,43,48,41
5018862,2.02E+15,Panvel,184,8.36,Successful ,2020,822,F,8.36,37,49,48
5018863,2.02E+15,Panvel,181,8.23,Successful ,2019,822,M,8.23,35,48,39
5018864,2.02E+15,Panvel,166,7.55,Successful ,2020,822,M,7.55,45,45,36
5018865,2.02E+15,Panvel,170,7.73,Successful ,2019,822,M,7.73,45,49,37
5018866,2.02E+15,Panvel,163,7.41,Successful ,2019,822,M,7.41,41,45,48
5018867,2.02E+15,Panvel,163,7.41,Successful ,2019,822,M,7.41,44,47,45
5018868,2.02E+15,Panvel,171,7.77,Successful ,2019,822,M,7.77,46,49,35
5018869,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,41,45,40
5018870,2.02E+15,Panvel,204,9.27,Successful ,2019,822,M,9.27,41,46,40
5018871,2.02E+15,Panvel,125,5.68,Successful ,2020,822,M,5.68,49,46,37
5018872,2.02E+15,Panvel,196,8.91,Successful ,2019,822,M,8.91,44,49,35
5018873,2.02E+15,Panvel,175,7.95,Successful ,2019,822,M,7.95,50,45,47
5018874,2.02E+15,Panvel,139,6.32,Successful ,2020,822,M,6.32,41,45,35
5018875,2.02E+15,Panvel,157,7.14,Successful ,2019,822,M,7.14,44,47,41
5018876,2.02E+15,Panvel,0,0,Unsuccessful ,2019,822,M,0,50,47,41
5018877,2.02E+15,Panvel,164,7.45,Successful ,2020,822,F,7.45,50,46,41
5018878,2.02E+15,Panvel,175,7.95,Successful ,2019,822,F,7.95,36,47,44
5018879,2.02E+15,Panvel,0,0,Unsuccessful ,2020,822,F,0,35,45,47
5018880,2.02E+15,Panvel,160,7.27,Successful ,2020,822,M,7.27,39,49,37
5018881,2.02E+15,Panvel,145,6.59,Successful ,2019,822,M,6.59,39,50,43
5018882,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,36,49,47
5018883,2.02E+15,Panvel,196,8.91,Successful ,2019,822,M,8.91,44,49,35
5018884,2.02E+15,Panvel,163,7.41,Successful ,2020,822,M,7.41,39,45,37
5018885,2.02E+15,Panvel,0,0,Unsuccessful ,2019,822,M,0,50,49,47
5018886,2.02E+15,Panvel,163,7.41,Successful ,2019,822,F,7.41,50,45,46
5018887,2.02E+15,Panvel,170,7.73,Successful ,2019,822,M,7.73,50,50,41
5018888,2.02E+15,Panvel,160,7.27,Successful ,2019,822,F,7.27,48,49,43
5018889,2.02E+15,Panvel,150,6.82,Successful ,2019,822,M,6.82,50,48,39
5018890,2.02E+15,Panvel,196,8.91,Successful ,2019,822,M,8.91,43,45,39
5018891,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,40,50,49
5018892,2.02E+15,Panvel,174,7.91,Successful ,2019,822,M,7.91,43,49,38
5018893,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,42,49,42
5018894,2.02E+15,Panvel,159,7.23,Successful ,2019,822,M,7.23,41,48,46
5018895,2.02E+15,Panvel,169,7.68,Successful ,2019,822,M,7.68,43,49,42
5018896,2.02E+15,Panvel,154,7,Successful ,2019,822,F,7,38,49,47
5018897,2.02E+15,Panvel,172,7.82,Successful ,2020,822,F,7.82,42,50,38
5018898,2.02E+15,Panvel,0,0,Unsuccessful ,2019,822,M,0,37,50,38
5018899,2.02E+15,Panvel,186,8.45,Successful ,2020,822,F,8.45,35,49,40
5018900,2.02E+15,Panvel,151,6.86,Successful ,2019,822,M,6.86,35,50,48
5018901,2.02E+15,Panvel,166,7.55,Successful ,2019,822,M,7.55,48,46,36
5018902,2.02E+15,Panvel,169,7.68,Successful ,2019,822,M,7.68,46,48,37
5018903,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,41,48,46
5018904,2.02E+15,Panvel,171,7.77,Successful ,2019,822,F,7.77,39,47,43
5018905,2.02E+15,Panvel,0,0,Unsuccessful ,2019,822,F,0,44,47,48
5018906,2.02E+15,Panvel,204,9.27,Successful ,2020,822,M,9.27,40,49,37
5018907,2.02E+15,Panvel,193,8.77,Successful ,2019,822,F,8.77,37,49,36
5018908,2.02E+15,Panvel,189,8.59,Successful ,2020,822,F,8.59,43,49,36
5018909,2.02E+15,Panvel,170,7.73,Successful ,2019,822,F,7.73,48,49,35
5018910,2.02E+15,Panvel,146,6.64,Successful ,2020,822,M,6.64,37,46,44
5018911,2.02E+15,Panvel,154,7,Successful ,2020,822,M,7,50,46,45
5018912,2.02E+15,Panvel,177,8.05,Successful ,2019,822,M,8.05,49,46,47
5018913,2.02E+15,Panvel,172,7.82,Successful ,2020,822,M,7.82,39,45,37
5018914,2.02E+15,Panvel,187,8.5,Successful ,2019,822,F,8.5,39,46,36
5018915,2.02E+15,Panvel,184,8.36,Successful ,2019,822,F,8.36,48,49,48
5018916,2.02E+15,Panvel,163,7.41,Successful ,2020,822,M,7.41,48,48,42
5018917,2.02E+15,Panvel,193,8.77,Successful ,2019,822,F,8.77,45,47,35
5018918,2.02E+15,Panvel,175,7.95,Successful ,2019,822,F,7.95,42,46,49
5018919,2.02E+15,Panvel,166,7.55,Successful ,2019,822,F,7.55,49,49,43
5018920,2.02E+15,Panvel,174,7.91,Successful ,2019,822,F,7.91,38,49,43
5018921,2.02E+15,Panvel,178,8.09,Successful ,2019,822,M,8.09,46,45,48
5018922,2.02E+15,Panvel,166,7.55,Successful ,2019,822,F,7.55,36,45,40
5018923,2.02E+15,Panvel,178,8.09,Successful ,2020,822,M,8.09,45,45,36
5018924,2.02E+15,Panvel,187,8.5,Successful ,2019,822,M,8.5,47,48,41
5018925,2.02E+15,Panvel,184,8.36,Successful ,2020,822,M,8.36,44,50,40
5018926,2.02E+15,Panvel,0,0,Unsuccessful ,2019,822,M,0,41,47,43
5018927,2.02E+15,Panvel,196,8.91,Successful ,2019,822,F,8.91,50,47,50
5018928,2.02E+15,Panvel,156,7.09,Successful ,2019,822,M,7.09,36,47,36
5018929,2.02E+15,Panvel,184,8.36,Successful ,2019,822,M,8.36,39,45,41
5235304,2.02E+15,,0,0,RR ,2018,822,M,0,48,48,50
5235305,2.02E+15,,0,0,RR ,2018,822,F,0,50,45,42
5017743,2.02E+15,Thane,163,7.41,Successful ,2020,823,M,7.41,44,47,35
5017744,2.02E+15,Thane,143,6.5,Successful ,2019,823,M,6.5,39,48,47
5017745,2.02E+15,Thane,182,8.27,Successful ,2019,823,M,8.27,36,48,46
5017746,2.02E+15,Thane,171,7.77,Successful ,2019,823,M,7.77,46,47,40
5017747,2.02E+15,Thane,162,7.36,Successful ,2019,823,M,7.36,37,46,48
5017748,2.02E+15,Thane,168,7.64,Successful ,2019,823,M,7.64,35,46,50
5017749,2.02E+15,Thane,155,7.05,Successful ,2019,823,M,7.05,37,46,43
5017750,2.02E+15,Thane,143,6.5,Successful ,2019,823,F,6.5,39,45,44
5017751,2.02E+15,Thane,170,7.73,Successful ,2019,823,F,7.73,48,48,49
5017752,2.02E+15,Thane,158,7.18,Successful ,2019,823,F,7.18,48,49,50
5017753,2.02E+15,Thane,169,7.68,Successful ,2019,823,M,7.68,44,45,45
5017754,2.02E+15,Thane,131,5.95,Successful ,2019,823,F,5.95,41,46,49
5017755,2.02E+15,Thane,184,8.36,Successful ,2019,823,F,8.36,38,49,48
5017756,2.02E+15,Thane,0,0,Unsuccessful ,2020,823,F,0,45,50,38
5017757,2.02E+15,Thane,153,6.95,Successful ,2019,823,M,6.95,43,50,44
5017758,2.02E+15,Thane,162,7.36,Successful ,2019,823,M,7.36,37,49,45
5017759,2.02E+15,Thane,131,5.95,Successful ,2020,823,M,5.95,41,45,46
5017760,2.02E+15,Thane,171,7.77,Successful ,2020,823,M,7.77,39,50,46
5017761,2.02E+15,Thane,129,5.86,Successful ,2019,823,M,5.86,48,49,50
5017762,2.02E+15,Thane,166,7.55,Successful ,2019,823,M,7.55,44,47,49
5017763,2.02E+15,Thane,136,6.18,Successful ,2020,823,M,6.18,49,47,46
5017764,2.02E+15,Thane,149,6.77,Successful ,2019,823,F,6.77,36,47,47
5017765,2.02E+15,Thane,193,8.77,Successful ,2019,823,F,8.77,35,49,38
5017766,2.02E+15,Thane,151,6.86,Successful ,2019,823,M,6.86,42,46,43
5017767,2.02E+15,Thane,195,8.86,Successful ,2019,823,M,8.86,39,49,48
5017768,2.02E+15,Thane,162,7.36,Successful ,2018,823,F,7.36,49,46,45
5017769,2.02E+15,Thane,150,6.82,Successful ,2019,823,F,6.82,49,48,44
5017770,2.02E+15,Thane,199,9.05,Successful ,2019,823,M,9.05,37,45,37
5017771,2.02E+15,Thane,199,9.05,Successful ,2019,823,F,9.05,40,47,40
5017772,2.02E+15,Thane,154,7,Successful ,2019,823,F,7,45,49,39
5017773,2.02E+15,Thane,0,0,Unsuccessful ,2019,823,M,0,45,47,42
5017774,2.02E+15,Thane,181,8.23,Successful ,2019,823,M,8.23,47,47,43
5017775,2.02E+15,Thane,132,6,Successful ,2019,823,F,6,48,46,45
5017776,2.02E+15,Thane,181,8.23,Successful ,2019,823,F,8.23,39,50,49
5017777,2.02E+15,Thane,164,7.45,Successful ,2019,823,M,7.45,47,50,42
5017778,2.02E+15,Thane,155,7.05,Successful ,2019,823,M,7.05,40,50,38
5017779,2.02E+15,Thane,178,8.09,Successful ,2019,823,M,8.09,41,47,37
5017780,2.02E+15,Thane,176,8,Successful ,2019,823,M,8,40,45,39
5017781,2.02E+15,Thane,132,6,Successful ,2016,823,M,6,38,46,46
5017782,2.02E+15,Thane,190,8.64,Successful ,2019,823,F,8.64,43,46,38
5017783,2.02E+15,Thane,200,9.09,Successful ,2020,823,F,9.09,44,45,45
5017784,2.02E+15,Thane,169,7.68,Successful ,2019,823,F,7.68,43,49,45
5017785,2.02E+15,Thane,190,8.64,Successful ,2019,823,M,8.64,50,45,37
5017786,2.02E+15,Thane,167,7.59,Successful ,2019,823,F,7.59,48,45,50
5017787,2.02E+15,Thane,186,8.45,Successful ,2019,823,F,8.45,50,45,42
5017788,2.02E+15,Thane,161,7.32,Successful ,2019,823,M,7.32,40,46,40
5017789,2.02E+15,Thane,0,0,Unsuccessful ,2020,823,M,0,46,50,41
5017790,2.02E+15,Thane,178,8.09,Successful ,2019,823,F,8.09,35,45,41
5017791,2.02E+15,Thane,158,7.18,Successful ,2019,823,M,7.18,50,49,39
5017792,2.02E+15,Thane,187,8.5,Successful ,2019,823,F,8.5,40,49,45
5017793,2.02E+15,Thane,176,8,Successful ,2019,823,M,8,47,49,39
5017794,2.02E+15,Thane,0,0,Unsuccessful ,2020,823,M,0,44,50,41
